id,title,release date,genre,vote average,popularity,poster,original language,adult
121,The Lord of the Rings: The Two Towers,2002-12-18,12 14 28,8.3,86.609,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,en,0
20526,TRON: Legacy,2010-12-14,12 28 878,6.4,67.391,/vuifSABRpSnxCAOxEnWpNbZSXpp.jpg,en,0
339403,Baby Driver,2017-06-28,28 80,7.5,67.285,/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,en,0
567006,Kabaneri of the Iron Fortress: The Battle of Unato,2019-05-10,16 28 14 12,7.4,67.207,/6t1esuYHkOFO5SejAVFlu6alChr.jpg,ja,0
785538,7 Prisoners,2021-11-11,18 80,8.1,67.199,/5svMKCGnR6Yvj8wxldvDvgUi0Jk.jpg,pt,0
587496,The Rental,2020-07-23,27,5.6,67.144,/3ynPnBXQVT2Y0s19fDIPlWKUlxH.jpg,en,0
11836,The SpongeBob SquarePants Movie,2004-11-14,10751 16 35 14,6.9,67.116,/6sgo6TCakeL4KFwwcJyvkZ7zhMX.jpg,en,0
11360,Dumbo,1941-10-22,16 10751,7.0,67.102,/4x9FmvdJ464Fg7A9XcbYSmxfVw3.jpg,en,0
527776,Overcomer,2019-08-22,18,7.8,67.098,/rVR3uN1yPRqYBBtNFSrEKCpRhaK.jpg,en,0
12153,White Chicks,2004-06-23,35 80,6.9,67.034,/vZoe1YoM8QDn1OwB7OrKHqrz3NT.jpg,en,0
11970,Hercules,1997-06-20,16 10751 14 12 35 10749,7.5,66.61,/16JPL3c6ET7ibfO35WjjWxCaVmj.jpg,en,0
712121,Sweat,2021-03-12,18 53,6.8,66.327,/w14VAFlUKl3rCx6P8AHhkqowIeT.jpg,pl,0
865140,Chilangolandia,2021-09-16,35,3.3,66.206,/nMRsz9sjCgTVlq4zVmw0v9gw930.jpg,es,0
471335,Cheese in the Trap,2018-03-14,10749 18 53,6.6,66.182,/jG1nfIvkSpwlEt2EeAG6oGFKyqY.jpg,ko,0
77338,The Intouchables,2011-11-02,18 35,8.3,66.083,/ttx4GQl0azO6NJFWj4XNZCQOY7S.jpg,fr,0
76757,Jupiter Ascending,2015-02-04,878 14 28 12,5.4,65.988,/2NCcAZ3M3F0FxENYmammBknwpVn.jpg,en,0
49018,Insidious,2010-09-13,27 53,6.9,65.959,/tmlDFIUpGRKiuWm9Ixc6CYDk4y0.jpg,en,0
150689,Cinderella,2015-03-12,10749 14 10751 18,6.8,65.881,/ryKwNlAfDXu0do6SX9h4G9Si1kG.jpg,en,0
16995,State of Play,2009-04-17,53 18,6.8,65.83,/mWsfeSFUM3NxWa62UrA9IIn240B.jpg,en,0
58857,13 Assassins,2010-09-09,12 18 28,7.3,65.779,/1rebehNueIwCUNGBTdsIGASbnf2.jpg,ja,0
763149,Aftermath,2021-08-04,27 80 18 53,6.6,65.618,/cbhxqeDIgeX36x5jmOvl5OP2MCv.jpg,en,0
424783,Bumblebee,2018-12-15,28 12 878,6.7,60.772,/fw02ONlDhrYjTSZV8XO6hhU3ds3.jpg,en,0
516329,Antlers,2021-10-28,18 27 9648,6.0,60.562,/klsDRXM68wV7vZTTaAOuu62VNA1.jpg,en,0
877183,The Simpsons in Plusaversary,2021-11-12,16 35,6.1,60.521,/p5jzbffrXuBTjsiwrQ3aOMTrvCj.jpg,en,0
575249,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,2017-06-30,28 16 12,7.7,60.504,/bsML7r1iijCiGjowbcUfsgtrUWH.jpg,ja,0
21208,Orphan,2009-07-24,27 53 9648,6.9,60.434,/lCGpOgoTOGLtZnBiGY9HRg5Xnjd.jpg,en,0
447362,Life in a Year,2020-11-27,18 10749,8.4,60.433,/bP7u19opmHXYeTCUwGjlLldmUMc.jpg,en,0
51876,Limitless,2011-03-08,53 9648 878,7.2,60.393,/hv5JMCrMVLvV6HKPf9FcBuyk2MG.jpg,en,0
176983,One Piece Film: Z,2012-12-15,28 12 16,7.5,60.273,/gLyelbsRYljP2iWiD5iubA02kBA.jpg,ja,0
583083,The Kissing Booth 2,2020-07-24,35 10749,7.9,60.229,/mb7wQv0adK3kjOUr9n93mANHhPJ.jpg,en,0
15015,Barbie as Rapunzel,2002-10-01,16 10751,7.0,60.225,/ysiGzuMSc0nFmmDPn9z7U7YSFYf.jpg,tr,0
20352,Despicable Me,2010-07-08,10751 16 35,7.2,60.221,/fb9zF01GKOkNziYVusg20laWsGh.jpg,en,0
516052,The Legend of the Galactic Heroes: Die Neue These Seiran 1,2019-09-27,,8.5,60.207,/zymHlQqgvqWdav52sbxJHo4MpYx.jpg,ja,0
210577,Gone Girl,2014-10-01,9648 53 18,7.9,60.134,/qymaJhucquUwjpb8oiqynMeXnID.jpg,en,0
37710,The Tourist,2010-12-08,28 53 10749,6.2,59.982,/54TV2S0BN3kyxqhPZgOsYGngPrf.jpg,en,0
351819,Fifty Shades of Black,2016-01-28,10749 35,4.9,59.953,/fYRiZ3vJuuCYb9H7HXfpjKO9Jd6.jpg,en,0
557950,Mainstream,2021-05-07,35 18,5.2,59.913,/sVYgFC6z0RZJrgUpve4XlyrVrgr.jpg,en,0
621013,Chemical Hearts,2020-08-21,18 10749,7.5,59.841,/q1MNlZYqhoD4U7sd7pjxD6SUf4z.jpg,en,0
385103,Scoob!,2020-07-11,16 10751 35 12,7.3,59.809,/jHo2M1OiH9Re33jYtUQdfzPeUkx.jpg,en,0
10386,The Iron Giant,1999-08-06,10751 16 12 878 35,7.9,59.673,/bMr9Ir2hCFu2R72pjCA43uRMT4r.jpg,en,0
326359,Frozen Fever,2015-03-09,16 10751 12 35,6.8,56.16,/mPrDJ7puYzPLG5kPM96iNszF2sM.jpg,en,0
16985,Legally Blondes,2009-04-28,35,5.6,56.101,/wZnEw0avASZwBWcJo5F1pdJnmO2.jpg,en,0
842171,Deep,2021-07-16,878 53,6.5,55.884,/jhbJCqSUmhFJJYo27DP44kdN6Fb.jpg,th,0
343668,Kingsman: The Golden Circle,2017-09-20,28 12 35 80 53,7.0,55.797,/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg,en,0
71672,Wrong Turn 4: Bloody Beginnings,2011-10-17,27 53,5.7,55.763,/lwGgaJ6DikLj7wgGB4PPNMs2piK.jpg,en,0
635702,South Wind 2: Speed Up,2021-01-01,53 28 18,9.4,55.761,/tjrhDXYSaPTWIKKtN9AtrZcSu5t.jpg,sr,0
668780,There's Something About Mario,2021-06-10,35,5.7,55.676,/suXQOby3Vtxth3WaCilyNiSGBb1.jpg,pt,0
281338,War for the Planet of the Apes,2017-07-11,18 878 10752,7.1,55.669,/ijQHiImv16vNSeZQsmih04kwn0C.jpg,en,0
179826,Odd Thomas,2013-01-29,9648 53,6.9,55.642,/skBMhQjHLTU1rp4gutxHp0JuY1C.jpg,en,0
719923,TXT (TOMORROW X TOGETHER) 'Eternally',,18,8.0,55.634,/4eBVDZmN3W8c9yKhK1fH1k2iWxd.jpg,ko,0
283366,Miss Peregrine's Home for Peculiar Children,2016-09-27,18 14 12 10751,6.8,55.592,/6lSkpu2SDj71KTBy2DllM6CaFYA.jpg,en,0
594718,Sputnik,2020-09-08,878 18 27,6.5,55.573,/eAUzmhP54bE1vPXaY7FbuZREJlR.jpg,ru,0
100402,Captain America: The Winter Soldier,2014-03-20,28 12 878,7.7,55.522,/tVFRpFw3xTedgPGqxW0AOI8Qhh0.jpg,en,0
290859,Terminator: Dark Fate,2019-10-23,28 12 878,6.5,55.428,/vqzNJRH4YyquRiWxCCOH0aXggHI.jpg,en,0
124905,Godzilla,2014-05-14,28 18 878,6.2,55.421,/iBZhbCVhLpyxAfW1B8ePUxjScrx.jpg,en,0
2454,The Chronicles of Narnia: Prince Caspian,2008-05-15,12 10751 14,6.6,55.41,/qxz3WIyjZiSKUhaTIEJ3c1GcC9z.jpg,en,0
785457,Afterlife of the Party,2021-09-02,14 35 18,6.9,55.364,/1bkcOEt4zvc5tBl6xFxTbkSqhEQ.jpg,en,0
187017,22 Jump Street,2014-06-05,80 35 28,6.9,55.343,/ajB6cGvoy04438RzvfO6Sz28yMK.jpg,en,0
331482,Little Women,2019-12-25,18 10749,7.9,55.275,/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg,en,0
10693,Peter Pan,1953-02-05,16 10751 12 14,7.2,55.262,/fJJOs1iyrhKfZceANxoPxPwNGF1.jpg,en,0
117251,White House Down,2013-06-27,28 18 53,6.4,61.508,/hXLScIERphkTsMGdfKKvF4p4SPB.jpg,en,0
13688,CJ7,2008-01-30,35 18 10751 14 878,7.2,61.438,/sRzSfpSb3wYYshbaiMRIuFCJJGU.jpg,cn,0
240832,Lucy,2014-07-25,28 878,6.4,61.423,/kRbpUTRNm6QbLQFPFWUcNC4czEm.jpg,en,0
10054,Spy Kids,2001-03-18,28 35 10751 12,5.8,61.402,/urb5Wf4yffJQ2KwAuSPxCbOM8HA.jpg,en,0
76726,Chronicle,2012-02-01,878 18 53,6.8,61.38,/xENglsVIIWEEhhB5lgpy33tGcKI.jpg,en,0
298618,The Flash,2022-11-02,28 12 878 14 18,0.0,61.367,/oduJooXJya3u6wuA6FgljAFCEQp.jpg,en,0
812,Aladdin,1992-11-25,16 10751 12 14 10749,7.6,61.364,/oakAd8syy7jNQ4ZoaAGCQkTqcOV.jpg,en,0
14560,Paul Blart: Mall Cop,2009-01-15,28 12 35 10751,5.4,61.33,/A4zZv0Q1VKURFZFEl2vwjaE2q0g.jpg,en,0
17979,A Christmas Carol,2009-11-04,16 10751 18 14,6.8,61.167,/goHDZUnqZJ7FN4h48Qh6MzJNExl.jpg,en,0
6499,Turbo: A Power Rangers Movie,1997-03-27,28 12 10751 14 878 53,5.7,61.113,/sHgjdRPYduUCaw3Te2CXaWLpBkm.jpg,en,0
75948,The Sorcerer and the White Snake,2011-09-27,28 14,6.2,61.034,/5Jfv3CtMULd41C5jpLR8PGAMgE3.jpg,zh,0
763240,Sugar Daddy,2021-04-09,18,6.3,60.983,/xM8Cbn3MvpCVUszeZhNnrtirLpa.jpg,en,0
10191,How to Train Your Dragon,2010-03-10,14 12 16 10751,7.8,60.944,/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,en,0
680531,The Mad Women's Ball,2021-09-12,18 53,7.1,60.939,/A8KeSPmFDxqHKwNzyiuwUvPIrw0.jpg,fr,0
13640,Superman: Doomsday,2007-09-18,28 16 878 10751,6.7,60.913,/itvuWm7DFWWzWgW0xgiaKzzWszP.jpg,en,0
10625,Mean Girls,2004-04-30,35,7.2,60.906,/fXm3YKXAEjx7d2tIWDg9TfRZtsU.jpg,en,0
480157,House of the Witch,2017-10-07,27,4.6,60.838,/cg6xjZOnGsYYqC7SH3o8oJV9Vr1.jpg,en,0
439157,Dragon Ball Z Special 9 - Future Trunks Special,2016-08-10,16,7.6,60.834,/fElTXRuElUkG7f4HtTfBWwsKkEQ.jpg,ja,0
9325,The Jungle Book,1967-10-18,10751 16 12,7.3,60.791,/fyKUxjaOP8KINir6MPFprsGtiT0.jpg,en,0
403310,HK: Hentai Kamen 2 - Abnormal Crisis,2016-05-14,28 35,6.3,60.783,/mvLYHpJCFK0gur7mlrLMA8z2a9F.jpg,ja,0
10172,Are We Done Yet?,2007-04-04,35 10751,5.8,24.697,/uZ9NZh4zB80phMxo5PucFyWagjG.jpg,en,0
400106,Bright,2017-12-22,14 28 53,6.2,24.676,/whkT53Sv2vKAUiknQ13pqcWaPXB.jpg,en,0
2135,The Time Machine,2002-03-04,878 12 28,6.2,24.667,/9QB6wIc6XOtoi02uUCLSvY0onSL.jpg,en,0
698,Moonraker,1979-06-26,28 12 53 878,6.1,24.654,/6LrJdXNmu5uHOVALZxVYd44Lva0.jpg,en,0
508,Love Actually,2003-09-07,35 10749 18,7.1,24.65,/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg,en,0
122906,About Time,2013-09-04,18 10749 14,7.9,24.636,/iR1bVfURbN7r1C46WHFbwCkVve.jpg,en,0
34480,The Descent: Part 2,2009-10-14,12 27 53,6.0,24.636,/5bN24h90tvp4mejOvhv60TxpEp2.jpg,en,0
761053,Gabriel's Inferno Part III,2020-11-19,10749 35,8.6,24.621,/qtX2Fg9MTmrbgN1UUvGoCsImTM8.jpg,en,0
25018,Leatherface: The Texas Chainsaw Massacre III,1990-01-12,27,5.4,24.607,/z3Bibks7fKsUBVR2yJ1vaJHx7Bf.jpg,en,0
461053,S.W.A.T.: Under Siege,2017-08-01,28 80 53,5.8,24.596,/sGcDltZ2aUgLV7oFxGlpO1oGmc0.jpg,en,0
13183,Watchmen,2009-03-04,28 9648 878,7.3,24.593,/aZvOkdo203bm1kpcY0A0Tn074ER.jpg,en,0
552178,Dark Waters,2019-11-22,18 53 36,7.5,24.579,/bzvzaHqKBSuGIIWhinTQPHvT0zf.jpg,en,0
2405,Joseph,1995-04-16,18 36,8.4,24.573,/13Sp2zhKeEf8F0qG70pp5d7UdjZ.jpg,en,0
9399,Lionheart,1990-06-07,28,6.5,24.572,/r9blY8BJR4FkWpvdbmmWuxPSc7z.jpg,en,0
537055,Wonder Woman: Bloodlines,2019-10-04,878 16 28 14,7.2,24.547,/w1SBqj0fn1j72ST5i1jauWo3swT.jpg,en,0
866462,Megalodon Rising,2021-08-27,28 878,6.9,24.545,/vWeWU43mNVzpAnjgzxnvi9xgo9d.jpg,en,0
318846,The Big Short,2015-12-11,35 18,7.3,24.543,/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg,en,0
425001,The War with Grandpa,2020-08-27,35 10751,6.5,24.533,/ltyARDw2EFXZ2H2ERnlEctXPioP.jpg,en,0
105444,Doraemon: Nobita's Great Adventure in the South Seas,1998-03-07,16,6.7,24.505,/7wAQPPC4XLMvAvwCvR0k6V711my.jpg,ja,0
892724,Squad,2021-11-12,,0.0,22.783,/taDdCIxgCMRCi2PBYuuWozoi6D2.jpg,en,0
236751,Heaven Is for Real,2014-04-16,18,6.6,22.782,/w4k7KCwLPDixM13J2JYcqt9kHZ7.jpg,en,0
631583,Sacrifice,2021-02-09,27,5.2,22.774,/xXI5Lg6mJLEesTggRJBrq50vrqU.jpg,en,0
515454,Come True,2020-09-24,878 27,5.9,22.774,/hGPGRRz6FTIRed1zestdWrV2Iwd.jpg,en,0
17111,Shutter,2004-09-09,14 27 9648 53,7.2,22.769,/7Tq7SrB14r3WpjJQOldbDHQk89J.jpg,th,0
4858,The Invasion,2007-08-17,878 53 9648,6.0,22.768,/69yA6E7JOKJSfK8JMAOsieCDB8A.jpg,en,0
339060,The Cokeville Miracle,2015-06-05,9648 18 36 10751 53,7.0,22.751,/lRQziSNSDTOIhBnxzkPYDT2DgCX.jpg,en,0
66105,Saint Seiya: Legend of Crimson Youth,1988-07-23,28 16 14,7.5,22.749,/7I7x2eMUwjroTmHfIn4WCr9Ls27.jpg,ja,0
20544,Something the Lord Made,2004-05-30,10770 18,7.7,22.734,/AtI5X2UkM08XjGGjB3okULwxpRw.jpg,en,0
1280,3-Iron,2004-10-15,18 10749 80,7.8,22.733,/pEIeQu5iqarb1j4gUYK9WD3PQ4q.jpg,ko,0
21481,Twitches,2005-10-14,35 18 10751 14 10770,6.7,22.731,/oQ2wWWefU2flwuPgdIkLGhPq6Tk.jpg,en,0
531309,Brightburn,2019-05-09,27 53 878,6.1,22.728,/sJWwkYc9ajwnPRSkqj8Aue5JbKz.jpg,en,0
235260,Son of God,2014-02-28,18,6.9,22.726,/7xWa1p2qMn4rxGIvRDDebJrXMiI.jpg,en,0
16780,Texas Chainsaw Massacre: The Next Generation,1995-09-22,27 53,4.2,22.724,/oJpNV4CjJ7GnBgtAJMxxUP0EpOt.jpg,en,0
10810,Rosario Tijeras,2005-08-12,80 10749 18,6.2,22.713,/eRD2E8EvX1tyysTdgQrmyWtDjJZ.jpg,es,0
547016,The Old Guard,2020-07-10,28 14,7.3,22.707,/cjr4NWURcVN3gW5FlHeabgBHLrY.jpg,en,0
619918,Ella Bella Bingo,2020-01-24,16 10751,6.5,22.699,/vdK86hDn31gjtVJhMDB7ZMEAH8Z.jpg,no,0
392044,Murder on the Orient Express,2017-11-03,9648 80 18,6.7,22.678,/iBlfxlw8qwtUS0R8YjIU7JtM6LM.jpg,en,0
10131,A Nightmare on Elm Street 4: The Dream Master,1988-08-19,27 53,5.9,22.675,/boStYG7jKdoIZTduiOOsUVknD13.jpg,en,0
1360,Frida,2002-08-29,18 10749,7.5,21.942,/a4hgR6aKoohB6MHni171jbi9BkU.jpg,en,0
436391,The Battleship Island,2017-07-26,28 36 18,7.2,21.938,/iuVASPE5WtlUsqllyWhjcjWkBvT.jpg,ko,0
423988,Kill Switch,2017-06-01,878 28 53,4.8,21.919,/8K6pfMcT3hiIlCFw2RrHoXLshxl.jpg,en,0
13680,The Game Plan,2007-09-28,35 10751,6.4,21.916,/fcLFvIqCUrhY96mkSmr3okxaMEw.jpg,en,0
12600,Pokémon 4Ever: Celebi - Voice of the Forest,2001-07-06,12 14 16 878 10751,6.4,21.912,/4Vafl9UF5oCiZYOl9q1hh1uZosR.jpg,ja,0
413998,My Cousin Rachel,2017-06-08,18 10749,5.7,21.908,/yz9Pnx5tbpZOHWsCD0LtoTCgmLi.jpg,en,0
452832,Serenity,2019-01-24,53 9648 18,5.4,21.906,/hgWAcic93phg4DOuQ8NrsgQWiqu.jpg,en,0
421285,Draug,2018-10-10,27,5.5,21.888,/8PtIw0roIIRJGh8Al7Zh1o5JHOw.jpg,sv,0
426338,Holy Camp!,2017-09-29,35 10749,6.8,21.88,/1HvtsruMolE6w59HETXMfInc2DA.jpg,es,0
287424,Maggie,2015-05-08,27 18 9648,5.3,21.869,/twa9gXjocLM629sJrQYVtmF306R.jpg,en,0
7840,10000 BC,2008-02-22,12 28 18 14,5.4,21.866,/lg3HcDLC5Kx3RNPQjeXvvS6nen3.jpg,en,0
3049,Ace Ventura: Pet Detective,1994-02-04,35 12,6.5,21.861,/pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg,en,0
360784,Hidden,2015-09-15,53 27,6.6,21.858,/oiNc4aTeaUMVNkxL0UWnezmKJgM.jpg,en,0
120467,The Grand Budapest Hotel,2014-02-26,35 18,8.0,21.846,/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,en,0
33,Unforgiven,1992-08-07,37,7.9,21.842,/yKyLJmRAtyXEEYKOvPhKHXIcPq9.jpg,en,0
10294,Vacancy,2007-04-20,27 53,6.2,21.841,/4KrmTQBQhHk0N0KGM6fIbBNbXOo.jpg,en,0
785585,Kurup,2021-11-12,53 80,7.0,21.837,/mz1BvJDJpjbtJoIgMsmY8HMPGvp.jpg,ml,0
13387,Transporter 3,2008-11-26,28 12 53 80,6.1,21.835,/ngpLhUccj6mlvAVpiIa7jUcFxhT.jpg,en,0
75638,Red Lights,2012-03-02,53,6.2,21.834,/7h7jnVwtvefnyvUDLVj05XuS45l.jpg,en,0
476926,The Titan,2018-03-30,878 53,5.4,21.831,/qRmQazyIBZR4pQIk9VruiZul0Au.jpg,en,0
374617,Imperium,2016-08-19,80 18 53 9648,6.5,21.41,/7Ux4vzgFY6dPx4QkqjejgokoG02.jpg,en,0
10313,The Men Who Stare at Goats,2009-10-17,35 10752,6.0,21.409,/5boJKypPQmgABssbKOk2RvsCnSv.jpg,en,0
7183,Perfect Stranger,2007-04-11,53,5.8,21.404,/i7D5QqQ0q5EXU1UuZVY9KwIxoYR.jpg,en,0
460668,I Feel Pretty,2018-04-19,35 10749,6.4,21.397,/rmP8b6vxbpK1sPinnUqXHKq0VkT.jpg,en,0
510,One Flew Over the Cuckoo's Nest,1975-11-18,18,8.4,21.396,/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,en,0
653615,Amulet,2020-07-24,27,5.6,21.393,/6p2xoOYwRgam0fxEOPZeCCh0i3q.jpg,en,0
646380,Don't Look Up,2021-12-10,35 18 878,0.0,21.389,/m2wwiSHakki8BhRENmFZ2MelEJo.jpg,en,0
15370,The Cat Returns,2002-07-19,12 14 16 18 10751,7.2,21.385,/pqyY7IEWkCWNZ7EuRStQaJITEta.jpg,ja,0
2666,Dark City,1998-02-27,9648 878,7.3,21.37,/AdBe2ow8hdlT2aLBYuUjs0Xkqkw.jpg,en,0
687920,Sexo e a Metrópole,2004-06-18,,5.9,21.366,/nRxwNi6i6NQOECzqJwoIhvT3lZk.jpg,pt,0
333545,Road Wars,2015-05-05,878 28,3.6,21.36,/69JeTquZPBswYLxSH5KyEjz6EGQ.jpg,en,0
138038,Girl vs. Monster,2012-10-12,10751 35 878 10770,6.4,21.355,/loYCEzuOt70tTgd1JhBfIfIBbHb.jpg,en,0
791469,Dark Web: Cicada 3301,2021-03-12,53 28 35,6.4,21.353,/tJlLfuvIBBn5aFoyW1IQWeFHl6v.jpg,en,0
893568,Grace,2021-11-13,,0.0,21.349,/hyZatEQzRw7CHmVWs3YFurGaeie.jpg,en,0
818415,Sky,2021-11-18,18 10752,0.0,21.344,/4rdZQGx1quc91C4lECUyTSjLWbS.jpg,ru,0
755,From Dusk Till Dawn,1996-01-19,27 28 53 80,7.0,21.341,/kwhlLAlxIHLSbwOukBQkDJK7NGA.jpg,en,0
649524,Behind the Trees,2019-11-21,27 53 9648,5.6,21.339,/qodcodUkpuhN7eCZa15akRJIJg4.jpg,en,0
170522,Asterix: The Mansions of the Gods,2014-11-26,16 35 12 10751,6.8,21.338,/oZYyisfvWY6N6KvC6cs9N6Anyht.jpg,fr,0
330070,Terra Formars,2016-04-29,28 27 878,5.3,21.337,/z1A7bajfwadBi5eAgXiWDMpY5i9.jpg,ja,0
59962,This Means War,2012-02-14,28 35 10749,6.1,21.336,/7d1hwECRc1NZlGfAeYE42ki7Fem.jpg,en,0
531876,The Outpost,2019-11-02,10752 18 36 28,6.9,21.327,/hPkqY2EMqWUnFEoedukilIUieVG.jpg,en,0
264873,Graf Porno und die liebesdurstigen Töchter,1969-12-05,35,7.0,21.326,/iizWA6JTMz9z7FdlOdfP6SeOMsv.jpg,de,0
594530,Lamp Life,2020-01-31,16 35 10751,7.3,21.321,/mJ95RnlammhYb6ZvBbQFLq8Jqnl.jpg,en,0
225832,Birthday Sex,2012-10-05,18 10749,6.5,21.32,/dLfzN5R3QIVtkKiCNn2me1ilfMS.jpg,en,0
399174,Isle of Dogs,2018-03-23,12 35 16,7.9,21.319,/c0nUX6Q1ZB0P2t1Jo6EeFSVnOGQ.jpg,en,0
340270,The Healer,2017-02-17,10751 18 35,7.2,21.318,/mwBsg7cFE7GwDPKP4Pv26w2Txmp.jpg,en,0
211387,Marvel One-Shot: Agent Carter,2013-09-08,28 12 878 14,7.4,21.317,/4vFKKWPvCVDJTOWiwReBfpAMScP.jpg,en,0
567797,The Dry,2021-01-01,9648 80 18,6.9,21.315,/zM12bfL2TEqVRXjiQIFUWUMLcCg.jpg,en,0
39144,Dragon Ball: Curse of the Blood Rubies,1986-12-20,28 16 12 35 14 878,6.8,21.314,/dZCWRFJnwyxYOhzAhf7Xyru4moB.jpg,ja,0
33871,Merry Christmas Drake & Josh,2008-12-05,35 10770,7.5,21.306,/59GoXODSKpd3yMXgM4xXlNmf7jq.jpg,en,0
10718,Torque,2004-01-16,28,5.1,21.305,/pY35tW8BMAjZewl87OxjXK8ui02.jpg,en,0
138697,Don Jon,2013-09-12,10749 35 18,6.0,21.301,/uh8bwvgGXeUKzdL4oSul9zxyTcd.jpg,en,0
632304,The Beach House,2020-10-22,18 27 9648,5.6,21.298,/wyMjZJNAsvfnW8OS4JWh6TdKWzk.jpg,en,0
363676,Sully,2016-09-07,18 36,7.1,21.296,/5L29r3uwDe49XDMaK2xDkDht9t0.jpg,en,0
513223,Perdida,2018-04-19,18 9648 80,6.3,21.289,/6V5rUvf4wqqkqsJGPIleOAx7Qn2.jpg,es,0
301337,Downsizing,2017-12-22,35 18 878,5.3,21.286,/5bNzInSSAXfr0MFlHfb4IoQePVx.jpg,en,0
492188,Marriage Story,2019-09-28,18,7.8,21.284,/pZekG6xabTmZxjmYw10wN84Hp8d.jpg,en,0
420634,Terrifier,2016-10-15,27 53,6.5,21.284,/6PQqC4SbY910VvyVad6mvsboILU.jpg,en,0
674025,Aztech,2020-11-20,878 14 27,5.4,21.28,/t9ttLmZ3NJbgtnOsGyQNiF2ngJo.jpg,en,0
313943,Revolt,2017-07-01,878 28,5.5,21.509,/eM2zipCkAXhp0BZF2noDp7bRFgV.jpg,en,0
1977,The Grudge 3,2009-05-12,9648 27 53,5.5,21.497,/uEOWWRr8BbgPM0BiJiSTwHGaRx4.jpg,en,0
129743,Another,2012-08-04,27 53 9648,6.1,21.495,/1j4LnkVNlY6v450X19Nx6eSlecj.jpg,ja,0
288158,The Woman in Black 2: Angel of Death,2014-12-30,53 27 18,5.2,21.491,/9NcUFNCSzw4IFci3OhbX8ZyzoFn.jpg,en,0
780382,The Wolf and the Lion,2021-10-13,12 10751,6.3,21.49,/oIBdL9Jlj9HYqwPo2UP4KRSALlK.jpg,en,0
509585,7500,2019-12-26,28 18 53,6.2,21.485,/hL2uecLh2rTTbuVbOriXP0PhqIJ.jpg,en,0
9800,Philadelphia,1993-12-22,18,7.7,21.483,/tFe5Yoo5zT495okA49bq1vPPkiV.jpg,en,0
9486,Johnny English,2003-03-14,12 28 35,6.2,21.481,/vxWakJalIcLO1J8yyFEOVQzuLsv.jpg,en,0
20441,Messengers 2: The Scarecrow,2009-07-21,27,5.4,21.477,/xav4wnkLQiVAUTVxNPMKrXTBdkf.jpg,en,0
3563,I Now Pronounce You Chuck & Larry,2007-07-12,35 10749,6.0,21.464,/6wjJ9EnNw4cmTSZYgnao7RpI3X.jpg,en,0
853,Enemy at the Gates,2001-03-14,18 10752 36,7.4,21.453,/9cSoNnB31hGY2mL78VT8mAbz6nR.jpg,en,0
345934,Air Strike,2018-10-26,18 10752 28 12,5.0,21.435,/ve7xmUK167YZloN8LnSyhKmmNgE.jpg,en,0
653598,Spree,2020-08-14,27 35 80 53,6.5,21.432,/hJUA4wfvw0A6l3niOfxourqpERA.jpg,en,0
205775,In the Heart of the Sea,2015-11-20,53 18 12 28 36,6.7,21.432,/gLZEULfcS3uhfWDSEclOUgWiN41.jpg,en,0
46146,Troll Hunter,2010-10-29,14 27,6.7,21.43,/hNqllnsap6lDoaNLkhL88FaIN2S.jpg,nb,0
18519,Free Willy 3: The Rescue,1997-08-08,10751 12 18,6.3,21.415,/xzca4bxgP2aEMlPTyq5vqhsunFB.jpg,en,0
611408,Do You Do You Saint-Tropez,2021-07-14,35,4.7,21.603,/jZay7GJBwUKRRmazm6KBDB3oizh.jpg,fr,0
893252,Echo,2021-11-13,,0.0,21.589,/yi49gQqtt9fnhFWY9yB1SdwvRJm.jpg,zh,0
9334,The Scorpion King,2002-04-18,28 12 14,5.6,21.589,/aITIsX20tACn6jgtyDcCYpRT216.jpg,en,0
42941,30 Days of Night: Dark Days,2010-10-04,27 53,5.0,21.587,/bXHaXVGncI2WKUrNRYDyTyj3ymR.jpg,en,0
353616,Pitch Perfect 3,2017-12-20,35 10402,6.6,21.582,/iHxmTTFMuuPIwwj39C4Zkk9IL4m.jpg,en,0
436270,Black Adam,2022-07-27,28 14 12,0.0,21.575,/eqGks2XhJSZoi4SaZdbVKv7jiUm.jpg,en,0
11178,My Sassy Girl,2001-07-27,18 35 10749,7.5,21.572,/nVVxhtBj4lrq7ieiuXgp07vDv46.jpg,ko,0
194,Amélie,2001-04-25,35 10749,7.9,21.572,/oTKduWL2tpIKEmkAqF4mFEAWAsv.jpg,fr,0
699249,Naruto: The Cross Roads,2009-12-19,16,5.9,21.557,/gKAMgd2DXDlBrpTlvKqRSk15Api.jpg,ja,0
